   188.66052324799665        180.43440473008513        173.80099630458017        168.78937866153314        165.42436191696777        163.72651589667953        163.71228720843399        165.39412101069729        168.78075533114830        173.87716280006029     
   181.12465943324833        173.05302814319720        166.59027172012034        161.76536259189032        158.60305793569978        157.12390879647026        157.34435325329142        159.27690971296840        162.93031455201850        168.30956885746593     
   175.35055727273431        167.44613860118534        161.16724785604779        156.54328535123435        153.59954239436985        152.35715591405898        152.83329081301648        155.04121078132496        158.99050348498002        164.68702570079273     
   171.21643006960116        163.49706782684467        157.42140309701915        153.01979260577650        150.31861196822877        149.34025493552269        150.10325931230034        152.62236877749842        156.90879169039934        162.97006321664443     
   168.61566699659554        161.10303164266753        155.25385513288688        151.09974202948590        148.66848013871206        147.98401591298406        149.06657139999174        151.93269113250165        156.59546957856782        163.06443414016519     
   167.45483695856132        160.17278337154613        154.57476795576258        150.69357059211339        148.55825860553921        148.19413086035286        149.62282928279450        152.86234537305205        157.92723781398252        164.82846790620050     
   167.65426629315419        160.62799231072898        155.30604716999744        151.72191348687753        149.90535878592669        149.88238283932128        151.67523393270693        155.30245919981257        160.77906610233538        168.11630306025489     
   169.14907993183954        162.40560233863829        157.38559092790319        154.12251210829703        152.64602630670277        152.98188152982760        155.15195365181773        159.17422187295824        165.06293715066107        172.82835924899211     
   171.88844164271546        165.45794551330812        160.76875311698780        157.85357672164812        156.74115327720534        157.45613175261144        160.01911910327189        164.44660968084196        170.75116219368545        178.94111525014875     
   175.83087330896251        169.74793196282761        165.42353715853710        162.88906821757362        162.17176725021784        163.29463228629243        166.27647554233386        171.13181951922644        177.87114330885441        186.50048821348386     
